latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,source_file,region
3.51196,-76.60387,304.93,0.46,0.63,2024-03-16,714,N21,VIIRS,n,2.0NRT,282.75,3.45,N,,fire_nrt_J2V-C2_681504.csv,Cali
3.51139,-76.60055,316.27,0.46,0.63,2024-03-16,714,N21,VIIRS,n,2.0NRT,283.09,3.51,N,,fire_nrt_J2V-C2_681504.csv,Cali
3.50997,-76.59998,299.06,0.46,0.63,2024-03-16,714,N21,VIIRS,n,2.0NRT,282.74,1.74,N,,fire_nrt_J2V-C2_681504.csv,Cali
3.3282,-76.48001,331.19,0.49,0.49,2024-03-30,1853,N21,VIIRS,n,2.0NRT,296.3,2.81,D,,fire_nrt_J2V-C2_681504.csv,Cali
3.49366,-76.51411,302.6,0.53,0.5,2024-04-10,603,N21,VIIRS,n,2.0NRT,291.36,1.22,N,,fire_nrt_J2V-C2_681504.csv,Cali
3.48292,-76.47771,346.38,0.46,0.39,2024-07-22,1815,N21,VIIRS,n,2.0NRT,299.31,10.64,D,,fire_nrt_J2V-C2_681504.csv,Cali
3.45676,-76.60712,343.91,0.4,0.37,2024-08-22,1836,N21,VIIRS,n,2.0NRT,299.7,10.89,D,,fire_nrt_J2V-C2_681504.csv,Cali
3.45284,-76.61026,336.5,0.4,0.37,2024-08-22,1836,N21,VIIRS,n,2.0NRT,303.34,7.71,D,,fire_nrt_J2V-C2_681504.csv,Cali
3.4534,-76.60661,341.24,0.4,0.37,2024-08-22,1836,N21,VIIRS,n,2.0NRT,297.86,10.89,D,,fire_nrt_J2V-C2_681504.csv,Cali
3.45003,-76.60613,330.0,0.4,0.37,2024-08-22,1836,N21,VIIRS,n,2.0NRT,294.71,9.48,D,,fire_nrt_J2V-C2_681504.csv,Cali
3.35697,-76.47672,332.75,0.47,0.39,2024-08-27,1843,N21,VIIRS,l,2.0NRT,305.13,3.59,D,,fire_nrt_J2V-C2_681504.csv,Cali
3.30881,-76.50343,340.51,0.46,0.39,2024-08-27,1843,N21,VIIRS,n,2.0NRT,308.75,23.64,D,,fire_nrt_J2V-C2_681504.csv,Cali
3.30521,-76.50288,367.0,0.46,0.39,2024-08-27,1843,N21,VIIRS,l,2.0NRT,329.61,56.42,D,,fire_nrt_J2V-C2_681504.csv,Cali
3.3046,-76.50703,335.58,0.46,0.39,2024-08-27,1843,N21,VIIRS,l,2.0NRT,306.37,56.42,D,,fire_nrt_J2V-C2_681504.csv,Cali
3.30162,-76.50233,346.41,0.46,0.39,2024-08-27,1843,N21,VIIRS,n,2.0NRT,307.45,56.42,D,,fire_nrt_J2V-C2_681504.csv,Cali
3.32286,-76.49343,331.45,0.57,0.43,2024-09-01,1847,N21,VIIRS,n,2.0NRT,301.38,17.49,D,,fire_nrt_J2V-C2_681504.csv,Cali
3.39234,-76.48235,316.37,0.35,0.57,2024-09-03,707,N21,VIIRS,n,2.0NRT,284.4,1.82,N,,fire_nrt_J2V-C2_681504.csv,Cali
3.3913,-76.47612,306.07,0.35,0.57,2024-09-03,707,N21,VIIRS,n,2.0NRT,284.73,2.08,N,,fire_nrt_J2V-C2_681504.csv,Cali
3.54454,-76.47695,307.27,0.51,0.41,2024-09-04,650,N21,VIIRS,n,2.0NRT,288.43,1.09,N,,fire_nrt_J2V-C2_681504.csv,Cali
3.46029,-76.59461,343.8,0.4,0.37,2024-09-07,1836,N21,VIIRS,n,2.0NRT,300.78,9.81,D,,fire_nrt_J2V-C2_681504.csv,Cali
3.31011,-76.54083,333.38,0.6,0.53,2024-09-11,1900,N21,VIIRS,n,2.0NRT,297.66,5.6,D,,fire_nrt_J2V-C2_681504.csv,Cali
3.40544,-76.49055,341.71,0.61,0.53,2024-09-11,1900,N21,VIIRS,n,2.0NRT,299.46,6.1,D,,fire_nrt_J2V-C2_681504.csv,Cali
3.45341,-76.51517,333.1,0.49,0.48,2024-09-14,1804,N21,VIIRS,n,2.0NRT,301.92,4.2,D,,fire_nrt_J2V-C2_681504.csv,Cali
3.5393,-76.45737,342.2,0.48,0.48,2024-09-14,1804,N21,VIIRS,n,2.0NRT,301.51,5.71,D,,fire_nrt_J2V-C2_681504.csv,Cali
3.37457,-76.46578,335.42,0.43,0.38,2024-09-16,622,N21,VIIRS,n,2.0NRT,291.64,2.96,N,,fire_nrt_J2V-C2_681504.csv,Cali
3.37517,-76.4696,304.01,0.43,0.38,2024-09-16,622,N21,VIIRS,n,2.0NRT,289.81,2.96,N,,fire_nrt_J2V-C2_681504.csv,Cali
3.37111,-76.46631,302.48,0.43,0.38,2024-09-16,622,N21,VIIRS,n,2.0NRT,289.01,0.98,N,,fire_nrt_J2V-C2_681504.csv,Cali
3.51282,-76.51807,340.74,0.48,0.48,2024-10-16,1804,N21,VIIRS,n,2.0NRT,302.54,9.23,D,,fire_nrt_J2V-C2_681504.csv,Cali
3.51352,-76.51785,340.8,0.48,0.48,2024-10-16,1804,N21,VIIRS,n,2.0NRT,302.21,13.68,D,,fire_nrt_J2V-C2_681504.csv,Cali
3.38173,-76.51423,347.45,0.52,0.66,2024-10-17,1745,N21,VIIRS,n,2.0NRT,294.58,7.05,D,,fire_nrt_J2V-C2_681504.csv,Cali
3.49438,-76.51492,340.71,0.4,0.37,2024-12-18,1823,N21,VIIRS,n,2.0NRT,302.17,5.57,D,,fire_nrt_J2V-C2_681504.csv,Cali
3.45835,-76.60712,346.16,0.43,0.38,2025-01-22,624,N21,VIIRS,n,2.0NRT,290.22,7.21,N,,fire_nrt_J2V-C2_681504.csv,Cali
3.46182,-76.60658,309.56,0.43,0.38,2025-01-22,624,N21,VIIRS,n,2.0NRT,287.26,1.54,N,,fire_nrt_J2V-C2_681504.csv,Cali
3.45677,-76.6088,367.0,0.39,0.6,2025-01-22,1908,N21,VIIRS,h,2.0NRT,296.48,9.37,D,,fire_nrt_J2V-C2_681504.csv,Cali
3.4627,-76.60615,341.86,0.39,0.6,2025-01-22,1908,N21,VIIRS,n,2.0NRT,293.45,9.37,D,,fire_nrt_J2V-C2_681504.csv,Cali
3.45524,-76.60768,367.0,0.39,0.6,2025-01-22,1908,N21,VIIRS,h,2.0NRT,295.38,13.14,D,,fire_nrt_J2V-C2_681504.csv,Cali
3.3525,-76.48032,331.52,0.63,0.54,2025-01-31,1758,N21,VIIRS,n,2.0NRT,292.87,5.24,D,,fire_nrt_J2V-C2_681504.csv,Cali
3.3516,-76.48587,327.66,0.63,0.54,2025-01-31,1758,N21,VIIRS,n,2.0NRT,292.31,4.66,D,,fire_nrt_J2V-C2_681504.csv,Cali
3.35653,-76.48664,329.93,0.63,0.54,2025-01-31,1758,N21,VIIRS,n,2.0NRT,291.59,3.36,D,,fire_nrt_J2V-C2_681504.csv,Cali
3.35434,-76.4823,350.77,0.62,0.54,2025-01-31,1758,N21,VIIRS,n,2.0NRT,295.17,9.84,D,,fire_nrt_J2V-C2_681504.csv,Cali
3.3534,-76.48784,331.94,0.63,0.54,2025-01-31,1758,N21,VIIRS,n,2.0NRT,292.83,9.84,D,,fire_nrt_J2V-C2_681504.csv,Cali
3.43967,-76.45138,299.87,0.39,0.36,2025-02-28,629,N21,VIIRS,n,2.0NRT,275.04,0.62,N,,fire_nrt_J2V-C2_681504.csv,Cali
3.30322,-76.4781,330.02,0.4,0.6,2025-03-27,1906,N21,VIIRS,n,2.0NRT,291.99,5.77,D,,fire_nrt_J2V-C2_681504.csv,Cali
3.48213,-76.46104,339.37,0.46,0.39,2025-06-07,1815,N21,VIIRS,n,2.0NRT,296.6,5.1,D,,fire_nrt_J2V-C2_681504.csv,Cali
3.32482,-76.45823,332.59,0.56,0.43,2025-06-18,1811,N21,VIIRS,n,2.0NRT,296.05,13.26,D,,fire_nrt_J2V-C2_681504.csv,Cali
3.30326,-76.45095,336.81,0.41,0.45,2025-06-21,612,N21,VIIRS,n,2.0NRT,282.8,5.23,N,,fire_nrt_J2V-C2_681504.csv,Cali
3.32358,-76.49355,326.76,0.65,0.73,2025-07-27,1741,N21,VIIRS,n,2.0NRT,291.08,4.42,D,,fire_nrt_J2V-C2_681504.csv,Cali
3.37645,-76.57196,327.4,0.65,0.73,2025-07-27,1741,N21,VIIRS,n,2.0NRT,290.96,7.35,D,,fire_nrt_J2V-C2_681504.csv,Cali
3.37561,-76.57682,331.03,0.66,0.73,2025-07-27,1741,N21,VIIRS,n,2.0NRT,291.05,7.35,D,,fire_nrt_J2V-C2_681504.csv,Cali
3.32394,-76.49066,367.0,0.69,0.74,2025-07-27,1919,N21,VIIRS,h,2.0NRT,291.58,19.92,D,,fire_nrt_J2V-C2_681504.csv,Cali
3.31926,-76.49181,343.61,0.69,0.74,2025-07-27,1919,N21,VIIRS,n,2.0NRT,290.94,9.16,D,,fire_nrt_J2V-C2_681504.csv,Cali
3.3269,-76.48665,328.51,0.69,0.74,2025-07-27,1919,N21,VIIRS,n,2.0NRT,291.68,9.16,D,,fire_nrt_J2V-C2_681504.csv,Cali
3.32603,-76.49284,328.14,0.69,0.74,2025-07-27,1919,N21,VIIRS,n,2.0NRT,290.91,9.16,D,,fire_nrt_J2V-C2_681504.csv,Cali
3.50521,-76.49435,303.03,0.5,0.41,2025-08-29,618,N21,VIIRS,n,2.0NRT,290.03,0.66,N,,fire_nrt_J2V-C2_681504.csv,Cali
3.49413,-76.51626,326.83,0.62,0.54,2025-10-14,1758,N21,VIIRS,n,2.0NRT,295.15,5.97,D,,fire_nrt_J2V-C2_681504.csv,Cali
3.44322,-76.4655,309.87,0.43,0.38,2025-09-15,625,N,VIIRS,n,2.0NRT,290.53,1.35,N,,fire_nrt_SV-C2_681505.csv,Cali
3.3257,-76.47627,345.28,0.61,0.53,2025-09-24,1800,N,VIIRS,n,2.0NRT,287.98,12.77,D,,fire_nrt_SV-C2_681505.csv,Cali
3.32667,-76.47896,342.02,0.61,0.53,2025-09-24,1800,N,VIIRS,n,2.0NRT,285.24,6.82,D,,fire_nrt_SV-C2_681505.csv,Cali
