fecha,año,mes,dia_año,estacion_seca,grid_lat,grid_lon,temperatura_max,temperatura_min,temperatura_media,humedad_relativa,viento_max,precipitacion_dia,precipitacion_7d,precipitacion_14d,precipitacion_30d,incendio
2022-08-24,2022,8,236,1,3.51,-76.52,25.5,18.1,21.3,88.0,9.8,7.6,0.0,0.0,0.0,0
2022-09-04,2022,9,247,0,3.345,-76.61,23.8,15.9,18.7,75.0,10.7,0.2,0.0,0.0,0.0,0
2022-09-07,2022,9,250,0,3.475,-76.65,20.4,12.5,16.0,89.0,10.9,1.6,0.0,0.0,0.0,0
2022-09-09,2022,9,252,0,3.36,-76.59,22.6,14.3,18.4,83.0,7.3,2.1,0.0,0.0,0.0,0
2022-09-13,2022,9,256,0,3.335,-76.55,23.8,16.9,20.0,86.0,7.7,3.2,0.0,0.0,0.0,0
2022-09-16,2022,9,259,0,3.505,-76.49,23.4,17.7,20.2,91.0,8.2,44.9,0.0,0.0,0.0,0
2022-09-18,2022,9,261,0,3.43,-76.65,18.6,13.0,15.4,91.0,8.2,10.4,0.0,0.0,0.0,0
2022-09-22,2022,9,265,0,3.485,-76.585,22.4,14.7,18.5,87.0,5.7,4.9,0.0,0.0,0.0,0
2022-09-26,2022,9,269,0,3.375,-76.53,25.9,17.0,21.0,85.0,8.3,11.1,0.0,0.0,0.0,1
2022-09-28,2022,9,271,0,3.33,-76.615,21.8,15.2,17.5,89.0,8.6,12.1,0.0,0.0,0.0,0
2022-10-07,2022,10,280,0,3.4050000000000002,-76.49,25.7,18.4,21.0,88.0,8.2,8.2,0.0,0.0,0.0,1
2022-10-10,2022,10,283,0,3.49,-76.585,22.6,15.2,18.1,88.0,11.3,6.5,0.0,0.0,0.0,0
2022-10-10,2022,10,283,0,3.4,-76.555,25.5,17.2,20.6,89.0,9.5,25.9,0.0,0.0,0.0,0
2022-10-14,2022,10,287,0,3.415,-76.485,26.0,17.1,21.2,86.0,9.2,8.5,125.3,298.9,647.0999999999999,1
2022-10-27,2022,10,300,0,3.37,-76.585,23.2,17.3,19.4,91.0,7.1,40.8,103.0,205.8,322.9,0
2022-10-27,2022,10,300,0,3.37,-76.545,25.1,17.7,20.4,88.0,9.5,5.2,0.0,0.0,0.0,0
2022-10-28,2022,10,301,0,3.415,-76.525,22.5,18.0,19.6,93.0,9.9,10.1,0.0,0.0,0.0,0
2022-11-02,2022,11,306,0,3.44,-76.63,19.0,13.3,15.6,92.0,8.3,16.6,0.0,0.0,0.0,0
2022-11-03,2022,11,307,0,3.465,-76.555,23.0,16.8,19.5,88.0,4.6,19.5,0.0,0.0,0.0,0
2022-11-06,2022,11,310,0,3.33,-76.545,24.0,17.8,20.4,86.0,5.1,2.2,0.0,0.0,0.0,0
2022-11-10,2022,11,314,0,3.3,-76.5,24.3,18.3,20.3,89.0,7.1,22.8,0.0,0.0,0.0,0
2022-11-11,2022,11,315,0,3.51,-76.49,25.9,18.0,20.9,89.0,8.5,9.0,0.0,0.0,0.0,0
2022-11-12,2022,11,316,0,3.41,-76.61,16.0,14.1,14.9,98.0,4.6,33.0,0.0,0.0,0.0,0
2022-11-16,2022,11,320,0,3.445,-76.6,23.6,15.3,18.9,88.0,10.5,7.5,0.0,0.0,0.0,0
2022-11-19,2022,11,323,0,3.465,-76.46,27.1,17.7,21.8,86.0,10.3,7.9,0.0,0.0,0.0,0
2022-11-25,2022,11,329,0,3.37,-76.635,20.5,12.8,15.9,84.0,10.5,1.3,0.0,0.0,0.0,0
2022-11-26,2022,11,330,0,3.35,-76.645,15.8,10.8,13.1,97.0,9.7,28.4,0.0,0.0,0.0,0
2022-12-04,2022,12,338,1,3.52,-76.585,14.8,11.6,13.0,96.0,10.0,38.3,0.0,0.0,0.0,0
2022-12-05,2022,12,339,1,3.375,-76.59,22.1,14.9,17.4,89.0,6.4,23.1,0.0,0.0,0.0,0
2022-12-09,2022,12,343,1,3.495,-76.515,24.9,17.3,20.4,88.0,7.6,12.3,0.0,0.0,0.0,1
2022-12-12,2022,12,346,1,3.37,-76.58,21.9,15.6,18.6,84.0,7.7,0.0,0.0,0.0,0.0,0
2022-12-13,2022,12,347,1,3.4,-76.525,24.6,17.6,20.1,86.0,9.4,25.2,104.7,214.79999999999998,466.0,1
2022-12-19,2022,12,353,1,3.535,-76.605,19.6,12.5,15.4,90.0,10.1,6.8,0.0,0.0,0.0,0
2022-12-22,2022,12,356,1,3.42,-76.58,24.0,16.0,19.2,80.0,5.3,0.9,0.0,0.0,0.0,0
2022-12-22,2022,12,356,1,3.33,-76.545,25.4,18.1,20.9,79.0,7.9,1.1,9.700000000000001,17.300000000000004,371.40000000000003,0
2022-12-28,2022,12,362,1,3.505,-76.625,18.6,12.6,15.1,94.0,8.8,14.8,0.0,0.0,0.0,0
2022-12-30,2022,12,364,1,3.34,-76.545,24.9,16.2,20.2,81.0,8.1,1.8,0.0,0.0,0.0,0
2023-01-09,2023,1,9,1,3.31,-76.645,17.1,11.2,13.8,94.0,10.6,69.2,0.0,0.0,0.0,0
2023-01-09,2023,1,9,1,3.305,-76.465,23.6,17.8,20.1,89.0,8.2,15.5,0.0,0.0,0.0,0
2023-01-10,2023,1,10,1,3.505,-76.47,24.1,17.9,19.8,91.0,8.1,22.4,102.4,197.4,428.3,0
2023-01-16,2023,1,16,1,3.46,-76.475,24.7,17.5,20.5,88.0,8.4,15.1,0.0,0.0,0.0,0
2023-01-20,2023,1,20,1,3.355,-76.63,17.1,11.2,13.5,94.0,8.2,49.7,0.0,0.0,0.0,0
2023-01-30,2023,1,30,1,3.47,-76.47,25.9,18.1,21.3,88.0,8.3,15.1,46.8,151.79999999999998,423.40000000000003,1
2023-02-09,2023,2,40,1,3.395,-76.625,19.2,12.9,15.3,95.0,7.8,31.1,0.0,0.0,0.0,0
2023-02-13,2023,2,44,1,3.495,-76.475,26.5,17.9,21.2,89.0,12.5,34.4,0.0,0.0,0.0,0
2023-02-14,2023,2,45,1,3.51,-76.51,25.2,17.8,20.6,88.0,16.3,31.6,0.0,0.0,0.0,0
2023-02-24,2023,2,55,1,3.4450000000000003,-76.53,25.7,17.7,21.1,83.0,9.7,14.6,0.0,0.0,0.0,1
2023-03-03,2023,3,62,0,3.45,-76.595,23.7,15.9,19.6,87.0,6.8,1.7,0.0,0.0,0.0,0
2023-03-03,2023,3,62,0,3.49,-76.585,22.6,14.8,18.5,87.0,6.8,1.7,17.6,151.70000000000002,175.9,0
2023-03-06,2023,3,65,0,3.47,-76.47,25.1,18.1,21.0,90.0,11.2,39.1,239.0,314.09999999999997,743.4999999999999,0
2023-03-30,2023,3,89,0,3.525,-76.55,24.0,15.7,19.7,86.0,10.7,3.6,0.0,0.0,0.0,0
2023-03-30,2023,3,89,0,3.545,-76.64,22.1,14.8,18.4,91.0,11.3,6.1,0.0,0.0,0.0,0
2023-04-01,2023,4,91,0,3.36,-76.625,18.2,11.7,15.0,91.0,11.2,23.4,0.0,0.0,0.0,0
2023-04-25,2023,4,115,0,3.485,-76.495,27.5,18.6,22.3,82.0,6.7,4.7,0.0,0.0,0.0,0
2023-04-26,2023,4,116,0,3.455,-76.635,21.9,14.2,17.7,85.0,7.1,2.3,70.0,172.1,232.8,0
2023-04-28,2023,4,118,0,3.375,-76.51,26.6,17.0,21.6,83.0,7.9,18.6,0.0,0.0,0.0,0
2023-04-29,2023,4,119,0,3.39,-76.645,13.9,11.2,12.3,95.0,8.1,74.7,0.0,0.0,0.0,0
2023-04-30,2023,4,120,0,3.37,-76.555,22.8,17.0,19.9,89.0,7.4,4.5,0.0,0.0,0.0,0
2023-05-01,2023,5,121,0,3.33,-76.615,22.3,15.1,18.6,83.0,8.3,0.3,34.3,223.19999999999996,385.8,0
2023-05-08,2023,5,128,0,3.315,-76.54,27.5,17.9,22.7,82.0,8.9,9.5,0.0,0.0,0.0,0
2023-05-13,2023,5,133,0,3.39,-76.555,26.8,18.7,22.0,88.0,7.9,51.1,0.0,0.0,0.0,0
2023-05-27,2023,5,147,0,3.415,-76.65,18.0,12.7,14.7,97.0,7.9,30.9,338.5,442.4000000000001,703.9000000000001,0
2023-05-27,2023,5,147,0,3.44,-76.63,19.8,13.1,16.2,88.0,8.6,20.3,245.4,284.40000000000003,416.3,0
2023-05-29,2023,5,149,0,3.455,-76.545,26.3,17.9,21.2,87.0,5.6,2.7,0.0,0.0,0.0,0
2023-06-02,2023,6,153,1,3.3,-76.635,18.5,12.8,15.3,96.0,6.5,38.1,0.0,0.0,0.0,0
2023-06-04,2023,6,155,1,3.305,-76.565,24.9,17.7,21.1,84.0,8.5,0.9,0.0,0.0,0.0,0
2023-06-07,2023,6,158,1,3.32,-76.46,25.5,16.5,20.6,88.0,7.9,33.1,0.0,0.0,0.0,0
2023-06-08,2023,6,159,1,3.4050000000000002,-76.49,24.2,17.3,20.5,89.0,12.0,40.4,227.2,391.09999999999997,856.6,1
2023-06-10,2023,6,161,1,3.44,-76.55,24.6,16.4,20.3,85.0,9.6,2.1,0.0,0.0,0.0,0
2023-06-13,2023,6,164,1,3.445,-76.605,24.7,15.4,19.9,82.0,9.3,0.9,0.0,0.0,0.0,0
2023-06-20,2023,6,171,1,3.47,-76.47,27.7,17.8,22.6,86.0,8.0,0.7,108.6,318.9,768.3000000000001,1
2023-06-20,2023,6,171,1,3.38,-76.575,27.8,17.4,21.9,64.0,10.3,0.1,0.0,0.0,0.0,0
2023-06-30,2023,6,181,1,3.535,-76.45,26.4,18.1,21.9,85.0,11.5,0.0,0.0,0.0,0.0,1
2023-07-01,2023,7,182,1,3.305,-76.475,26.4,17.8,21.9,83.0,8.8,51.6,0.0,0.0,0.0,0
2023-07-05,2023,7,186,1,3.32,-76.615,20.7,14.0,17.4,85.0,10.1,24.4,0.0,0.0,0.0,0
2023-07-06,2023,7,187,1,3.335,-76.45,23.6,18.2,20.6,91.0,6.6,72.3,0.0,0.0,0.0,0
2023-07-14,2023,7,195,1,3.475,-76.565,24.9,17.0,20.1,83.0,5.5,9.6,0.0,0.0,0.0,1
2023-07-25,2023,7,206,1,3.31,-76.605,21.4,13.4,17.4,81.0,9.7,10.1,0.0,0.0,0.0,0
2023-07-27,2023,7,208,1,3.52,-76.615,21.9,12.6,16.5,90.0,11.4,2.3,0.0,0.0,0.0,0
2023-07-28,2023,7,209,1,3.45,-76.54,27.4,18.4,22.4,87.0,7.6,4.2,40.5,116.1,345.5,0
2023-07-29,2023,7,210,1,3.525,-76.645,25.9,16.0,20.2,85.0,16.3,4.3,0.0,0.0,0.0,0
2023-08-07,2023,8,219,1,3.515,-76.63,21.8,15.1,17.6,91.0,12.1,4.9,0.0,0.0,0.0,0
2023-08-10,2023,8,222,1,3.49,-76.535,27.5,17.8,22.0,77.0,10.5,2.6,23.500000000000004,43.0,103.5,1
2023-08-15,2023,8,227,1,3.46,-76.45,23.8,18.6,20.9,88.0,7.7,11.0,0.0,0.0,0.0,0
2023-08-29,2023,8,241,1,3.345,-76.47500000000001,26.9,18.6,22.5,80.0,8.3,24.9,0.0,0.0,0.0,1
2023-08-30,2023,8,242,1,3.31,-76.59,27.7,17.0,22.3,60.0,8.9,0.0,0.0,0.0,0.0,0
2023-09-01,2023,9,244,0,3.525,-76.48,29.2,18.7,23.7,84.0,10.3,4.5,18.900000000000002,135.5,262.4,0
2023-09-08,2023,9,251,0,3.38,-76.575,27.9,18.8,22.0,67.0,8.3,5.4,7.6000000000000005,16.5,202.5,0
2023-09-16,2023,9,259,0,3.37,-76.49,26.8,17.6,22.3,81.0,7.6,9.2,280.59999999999997,386.1,733.6,0
2023-09-18,2023,9,261,0,3.445,-76.565,26.6,18.8,22.0,80.0,12.6,8.5,0.0,0.0,0.0,0
2023-09-21,2023,9,264,0,3.5,-76.535,28.3,17.9,23.0,73.0,10.4,0.1,0.0,0.0,0.0,1
2023-09-21,2023,9,264,0,3.5,-76.54,27.6,17.2,22.3,73.0,10.4,0.1,0.0,0.0,0.0,1
2023-09-21,2023,9,264,0,3.495,-76.54,27.9,17.4,22.3,71.0,13.0,0.0,0.0,0.0,0.0,1
2023-09-22,2023,9,265,0,3.48,-76.53,27.3,19.3,23.0,84.0,12.3,6.6,55.199999999999996,231.10000000000002,318.49999999999994,1
2023-09-22,2023,9,265,0,3.48,-76.535,27.4,19.8,23.1,77.0,10.5,2.0,0.0,0.0,0.0,1
2023-09-22,2023,9,265,0,3.48,-76.54,26.6,19.1,22.4,77.0,10.5,2.0,0.0,0.0,0.0,1
2023-09-22,2023,9,265,0,3.525,-76.49,27.8,20.2,23.6,86.0,8.1,14.0,0.0,0.0,0.0,0
2023-09-23,2023,9,266,0,3.43,-76.58,25.4,17.4,21.3,78.0,7.7,3.4,0.0,0.0,0.0,0
2023-09-25,2023,9,268,0,3.345,-76.65,19.4,13.7,16.1,89.0,13.6,1.7,0.0,0.0,0.0,0
2023-09-25,2023,9,268,0,3.36,-76.59,25.3,16.7,21.0,64.0,7.9,0.1,10.0,22.500000000000004,70.89999999999998,0
2023-09-30,2023,9,273,0,3.44,-76.63,22.7,14.5,17.8,82.0,6.9,12.2,55.5,81.0,193.00000000000003,0
2023-10-02,2023,10,275,0,3.45,-76.58,28.0,19.1,22.4,80.0,6.0,2.1,0.0,0.0,0.0,1
2023-10-18,2023,10,291,0,3.335,-76.54,27.6,18.4,23.0,71.0,8.0,0.6,0.0,0.0,0.0,0
2023-10-18,2023,10,291,0,3.355,-76.595,25.0,15.9,20.5,70.0,8.0,0.6,0.0,0.0,0.0,0
2023-10-26,2023,10,299,0,3.375,-76.555,23.0,18.8,20.4,93.0,6.4,26.0,0.0,0.0,0.0,0
2023-10-30,2023,10,303,0,3.48,-76.635,19.6,14.7,16.5,91.0,9.8,8.3,0.0,0.0,0.0,0
2023-11-19,2023,11,323,0,3.4,-76.595,22.7,17.3,19.4,90.0,6.2,15.8,0.0,0.0,0.0,0
2023-11-30,2023,11,334,0,3.37,-76.535,25.3,17.5,21.1,86.0,8.1,7.9,0.0,0.0,0.0,0
2023-12-05,2023,12,339,1,3.545,-76.465,26.2,18.6,21.8,87.0,16.9,3.0,24.999999999999996,74.20000000000002,337.59999999999997,0
2023-12-13,2023,12,347,1,3.455,-76.59,24.7,17.9,21.0,84.0,6.6,2.9,0.0,0.0,0.0,0
2023-12-13,2023,12,347,1,3.345,-76.65,18.3,13.8,15.9,98.0,8.8,14.6,146.79999999999998,186.0,625.5,0
2023-12-14,2023,12,348,1,3.315,-76.5,26.5,18.6,22.2,84.0,8.9,21.3,124.40000000000002,170.20000000000002,503.4,0
2023-12-29,2023,12,363,1,3.3,-76.595,22.1,15.2,18.4,90.0,10.9,5.6,0.0,0.0,0.0,0
2024-01-02,2024,1,2,1,3.385,-76.52,26.2,19.1,21.9,85.0,7.3,16.9,0.0,0.0,0.0,0
2024-01-02,2024,1,2,1,3.385,-76.535,26.1,19.0,21.9,85.0,7.3,16.9,0.0,0.0,0.0,0
2024-01-08,2024,1,8,1,3.39,-76.57,26.3,17.5,21.5,77.0,7.2,0.4,0.0,0.0,0.0,0
2024-01-09,2024,1,9,1,3.41,-76.535,26.2,18.7,22.0,84.0,10.2,10.9,0.0,0.0,0.0,0
2024-01-19,2024,1,19,1,3.39,-76.49,27.4,19.0,22.7,83.0,9.8,4.3,0.0,0.0,0.0,1
2024-01-20,2024,1,20,1,3.39,-76.45,26.5,19.1,22.4,83.0,8.0,4.7,0.0,0.0,0.0,0
2024-01-24,2024,1,24,1,3.325,-76.64,24.5,16.9,20.3,76.0,11.6,2.0,0.0,0.0,0.0,0
2024-01-26,2024,1,26,1,3.525,-76.585,19.3,14.1,16.1,92.0,15.6,3.2,0.0,0.0,0.0,0
2024-01-26,2024,1,26,1,3.4,-76.555,28.8,19.7,23.8,79.0,11.2,1.1,16.8,141.2,337.19999999999993,0
2024-02-01,2024,2,32,1,3.375,-76.505,27.6,19.2,22.8,86.0,10.8,15.5,0.0,0.0,0.0,1
2024-02-01,2024,2,32,1,3.5100000000000002,-76.485,27.7,19.0,22.9,87.0,8.8,13.8,0.0,0.0,0.0,1
2024-02-01,2024,2,32,1,3.455,-76.555,27.8,19.1,22.8,82.0,4.6,2.8,8.7,18.299999999999997,79.30000000000001,1
2024-02-11,2024,2,42,1,3.48,-76.62,19.5,13.6,16.2,93.0,8.8,12.9,0.0,0.0,0.0,0
2024-02-12,2024,2,43,1,3.39,-76.47,26.9,19.6,22.5,83.0,11.8,1.6,0.0,0.0,0.0,0
2024-02-13,2024,2,44,1,3.48,-76.62,20.2,13.0,16.5,91.0,8.3,3.9,14.4,14.4,14.4,0
2024-02-19,2024,2,50,1,3.31,-76.485,28.1,19.6,22.8,84.0,9.7,21.8,0.0,0.0,0.0,1
2024-02-22,2024,2,53,1,3.495,-76.515,27.9,17.7,21.8,83.0,9.1,1.3,122.0,196.9,354.0,1
2024-02-27,2024,2,58,1,3.395,-76.48,27.9,18.9,22.6,83.0,6.0,11.2,0.0,0.0,0.0,0
2024-03-06,2024,3,66,0,3.53,-76.47,26.8,19.1,22.7,84.0,11.4,2.2,0.0,0.0,0.0,0
2024-03-07,2024,3,67,0,3.495,-76.515,27.9,19.7,23.1,86.0,10.5,12.8,87.6,151.60000000000002,367.2999999999999,1
2024-03-09,2024,3,69,0,3.32,-76.52,26.2,18.7,22.1,83.0,9.0,42.6,0.0,0.0,0.0,0
2024-03-13,2024,3,73,0,3.33,-76.485,27.5,20.0,23.4,81.0,8.7,25.6,0.0,0.0,0.0,1
2024-03-13,2024,3,73,0,3.535,-76.635,23.3,16.3,19.5,91.0,13.3,3.7,0.0,0.0,0.0,0
2024-03-14,2024,3,74,0,3.3200000000000003,-76.47,27.3,19.7,22.9,83.0,7.6,44.1,0.0,0.0,0.0,1
2024-03-16,2024,3,76,0,3.4050000000000002,-76.49,28.5,19.4,23.0,84.0,8.2,19.9,133.0,229.9,484.50000000000006,1
2024-03-16,2024,3,76,0,3.5100000000000002,-76.605,26.5,16.5,20.8,77.0,9.7,2.7,0.0,0.0,0.0,1
2024-03-16,2024,3,76,0,3.525,-76.49,28.0,19.7,23.5,87.0,10.5,16.1,109.7,195.5,375.5999999999999,1
2024-03-16,2024,3,76,0,3.5100000000000002,-76.60000000000001,25.9,15.9,20.3,77.0,9.7,2.7,0.0,0.0,0.0,1
2024-03-20,2024,3,80,0,3.375,-76.51,28.6,19.0,22.4,87.0,9.4,28.1,125.1,255.6,501.30000000000007,0
2024-03-27,2024,3,87,0,3.325,-76.56,24.4,18.6,21.1,88.0,4.7,24.1,0.0,0.0,0.0,0
2024-03-28,2024,3,88,0,3.545,-76.53,25.9,17.8,20.8,85.0,8.6,3.5,36.9,100.10000000000001,200.69999999999996,0
2024-03-30,2024,3,90,0,3.33,-76.48,26.6,19.0,22.4,81.0,10.2,7.1,0.0,0.0,0.0,1
2024-04-03,2024,4,94,0,3.5,-76.62,18.9,14.4,16.1,94.0,9.2,7.7,0.0,0.0,0.0,0
2024-04-10,2024,4,101,0,3.495,-76.515,27.7,19.3,23.0,87.0,8.5,3.7,104.69999999999999,266.59999999999997,542.5,1
2024-04-19,2024,4,110,0,3.385,-76.645,16.7,12.0,14.2,94.0,7.9,59.2,209.6,468.20000000000005,975.4000000000001,0
2024-04-19,2024,4,110,0,3.51,-76.625,20.3,14.0,17.0,94.0,8.3,38.9,0.0,0.0,0.0,0
2024-04-20,2024,4,111,0,3.38,-76.56,26.9,17.7,22.4,80.0,5.8,3.3,0.0,0.0,0.0,0
2024-04-23,2024,4,114,0,3.39,-76.51,26.6,19.3,22.3,86.0,8.3,5.4,0.0,0.0,0.0,0
2024-04-26,2024,4,117,0,3.505,-76.575,22.2,15.9,18.6,88.0,6.8,3.1,0.0,0.0,0.0,0
2024-05-09,2024,5,130,0,3.525,-76.635,20.1,16.3,17.9,95.0,7.8,8.7,0.0,0.0,0.0,0
2024-05-11,2024,5,132,0,3.345,-76.605,23.4,16.0,19.5,87.0,10.5,9.8,0.0,0.0,0.0,0
2024-05-14,2024,5,135,0,3.48,-76.49,24.5,19.6,21.5,92.0,8.6,31.0,0.0,0.0,0.0,0
2024-05-20,2024,5,141,0,3.475,-76.45,25.2,19.5,21.9,92.0,9.2,15.6,0.0,0.0,0.0,0
2024-05-30,2024,5,151,0,3.39,-76.49,25.4,17.5,21.1,88.0,4.7,54.5,207.2,431.8,801.5000000000001,0
2024-06-02,2024,6,154,1,3.5,-76.63,21.1,15.1,17.8,94.0,12.9,13.5,0.0,0.0,0.0,0
2024-06-12,2024,6,164,1,3.37,-76.55,25.8,17.9,21.5,83.0,7.6,1.0,0.0,0.0,0.0,0
2024-06-29,2024,6,181,1,3.4,-76.515,25.7,18.4,21.4,87.0,7.3,23.4,0.0,0.0,0.0,0
2024-07-01,2024,7,183,1,3.395,-76.615,22.8,15.1,18.5,83.0,7.4,1.1,0.0,0.0,0.0,0
2024-07-05,2024,7,187,1,3.3,-76.515,21.9,18.0,20.0,91.0,8.6,8.9,0.0,0.0,0.0,0
2024-07-13,2024,7,195,1,3.385,-76.5,25.8,17.3,21.2,84.0,8.2,13.6,0.0,0.0,0.0,0
2024-07-19,2024,7,201,1,3.52,-76.555,22.0,14.8,18.3,92.0,11.8,1.1,0.0,0.0,0.0,0
2024-07-31,2024,7,213,1,3.355,-76.59,25.8,16.1,20.4,62.0,9.8,0.2,0.0,0.0,0.0,0
2024-08-05,2024,8,218,1,3.32,-76.58,22.1,16.9,19.0,90.0,6.0,6.4,0.0,0.0,0.0,0
2024-08-17,2024,8,230,1,3.485,-76.645,22.4,13.9,17.9,88.0,14.0,2.0,0.0,0.0,0.0,0
2024-08-21,2024,8,234,1,3.48,-76.6,25.3,15.9,19.8,82.0,13.5,3.9,8.299999999999999,50.70000000000001,106.5,0
2024-08-22,2024,8,235,1,3.45,-76.605,22.6,14.9,18.4,86.0,9.2,2.7,9.7,49.599999999999994,107.3,1
2024-08-26,2024,8,239,1,3.46,-76.535,25.2,17.0,20.5,88.0,7.9,6.0,0.0,0.0,0.0,0
2024-08-27,2024,8,240,1,3.305,-76.505,26.3,17.5,21.6,83.0,6.7,62.5,0.0,0.0,0.0,1
2024-08-27,2024,8,240,1,3.3000000000000003,-76.505,26.3,17.2,21.6,82.0,8.8,27.3,0.0,0.0,0.0,1
2024-08-27,2024,8,240,1,3.3000000000000003,-76.5,26.3,17.2,21.6,82.0,8.8,27.3,0.0,0.0,0.0,1
2024-09-01,2024,9,245,0,3.325,-76.47500000000001,27.0,18.2,22.3,82.0,8.2,47.2,0.0,0.0,0.0,1
2024-09-02,2024,9,246,0,3.51,-76.53,28.0,17.7,22.3,74.0,14.3,0.4,0.0,0.0,0.0,0
2024-09-02,2024,9,246,0,3.46,-76.53,27.6,18.8,22.4,84.0,10.4,0.6,0.0,0.0,0.0,0
2024-09-03,2024,9,247,0,3.39,-76.47500000000001,26.5,19.1,22.3,84.0,8.6,27.6,0.0,0.0,0.0,1
2024-09-04,2024,9,248,0,3.545,-76.47500000000001,28.0,19.6,23.1,84.0,10.5,0.5,0.0,0.0,0.0,1
2024-09-06,2024,9,250,0,3.455,-76.595,27.0,17.6,21.6,78.0,17.2,0.6,0.0,0.0,0.0,1
2024-09-06,2024,9,250,0,3.465,-76.58500000000001,27.7,18.7,22.9,73.0,15.3,0.4,0.0,0.0,0.0,1
2024-09-06,2024,9,250,0,3.46,-76.60000000000001,27.2,18.2,22.4,73.0,15.3,0.4,0.0,0.0,0.0,1
2024-09-06,2024,9,250,0,3.46,-76.58500000000001,27.6,18.2,22.2,78.0,17.2,0.6,0.0,0.0,0.0,1
2024-09-06,2024,9,250,0,3.465,-76.595,26.7,17.3,21.3,78.0,17.2,0.6,0.0,0.0,0.0,1
2024-09-07,2024,9,251,0,3.455,-76.595,26.9,17.6,21.6,76.0,15.3,0.3,0.6,0.6,0.6,1
2024-09-07,2024,9,251,0,3.46,-76.60000000000001,27.2,17.9,22.2,72.0,13.6,0.6,0.4,0.4,0.4,1
2024-09-07,2024,9,251,0,3.46,-76.595,27.0,17.7,22.0,72.0,13.6,0.6,0.0,0.0,0.0,1
2024-09-10,2024,9,254,0,3.32,-76.62,25.7,15.3,20.1,66.0,12.3,0.3,0.0,0.0,0.0,0
2024-09-11,2024,9,255,0,3.4050000000000002,-76.49,28.2,18.6,22.9,82.0,8.7,20.4,96.0,192.9,534.4000000000001,1
2024-09-14,2024,9,258,0,3.54,-76.455,30.3,18.6,23.9,76.0,14.5,0.7,6.3999999999999995,19.900000000000002,67.89999999999999,1
2024-09-16,2024,9,260,0,3.37,-76.465,29.3,20.3,23.4,79.0,15.2,15.2,0.0,0.0,0.0,1
2024-09-17,2024,9,261,0,3.42,-76.58,29.0,19.0,23.6,58.0,12.1,0.0,5.4,20.799999999999997,82.10000000000001,1
2024-10-02,2024,10,276,0,3.49,-76.625,18.0,13.9,15.5,94.0,9.1,12.6,0.0,0.0,0.0,0
2024-10-03,2024,10,277,0,3.395,-76.635,17.1,12.0,13.7,95.0,7.2,5.7,0.0,0.0,0.0,0
2024-10-03,2024,10,277,0,3.455,-76.55,25.6,18.9,21.5,84.0,5.9,2.1,0.0,0.0,0.0,0
2024-10-10,2024,10,284,0,3.37,-76.47,23.3,18.6,20.6,89.0,5.9,39.7,0.0,0.0,0.0,0
2024-10-14,2024,10,288,0,3.42,-76.61,23.3,14.4,18.5,79.0,7.5,6.0,0.0,0.0,0.0,0
2024-10-16,2024,10,290,0,3.5100000000000002,-76.515,26.8,17.3,22.0,86.0,11.0,5.9,0.0,0.0,0.0,1
2024-10-16,2024,10,290,0,3.515,-76.52,26.8,17.4,21.9,86.0,9.3,5.3,0.0,0.0,0.0,1
2024-10-17,2024,10,291,0,3.38,-76.515,27.6,18.8,22.8,83.0,10.3,13.1,0.0,0.0,0.0,1
2024-10-20,2024,10,294,0,3.49,-76.52,25.8,17.9,20.8,87.0,7.0,3.7,0.0,0.0,0.0,0
2024-10-20,2024,10,294,0,3.465,-76.555,23.7,17.7,19.9,87.0,8.8,10.4,32.9,140.6,243.89999999999998,0
2024-10-21,2024,10,295,0,3.33,-76.575,24.2,17.0,20.5,78.0,7.5,10.0,0.0,0.0,0.0,0
2024-10-27,2024,10,301,0,3.495,-76.535,25.0,17.4,20.8,85.0,5.6,21.5,0.0,0.0,0.0,0
2024-11-04,2024,11,309,0,3.475,-76.64,18.9,14.2,15.8,95.0,7.6,20.3,0.0,0.0,0.0,0
2024-11-10,2024,11,315,0,3.52,-76.52,25.7,17.6,20.7,90.0,8.1,10.0,0.0,0.0,0.0,0
2024-11-10,2024,11,315,0,3.4,-76.57,24.2,17.2,19.8,87.0,6.1,9.6,0.0,0.0,0.0,0
2024-11-12,2024,11,317,0,3.54,-76.64,24.0,15.8,18.7,79.0,12.6,0.3,0.0,0.0,0.0,0
2024-11-30,2024,11,335,0,3.545,-76.57,21.6,14.7,17.3,91.0,14.4,2.9,0.0,0.0,0.0,0
2024-12-02,2024,12,337,1,3.37,-76.555,24.2,17.8,20.7,84.0,7.5,7.2,17.1,196.10000000000002,418.80000000000007,0
2024-12-12,2024,12,347,1,3.36,-76.55,26.4,18.8,21.5,81.0,6.2,4.5,0.0,0.0,0.0,0
2024-12-18,2024,12,353,1,3.375,-76.59,24.2,17.0,20.1,81.0,6.1,3.5,71.60000000000001,163.10000000000002,313.3,0
2024-12-18,2024,12,353,1,3.355,-76.61,21.9,14.5,17.7,87.0,11.0,8.9,0.0,0.0,0.0,0
2024-12-18,2024,12,353,1,3.495,-76.515,26.5,18.7,21.9,88.0,7.3,9.5,80.0,186.89999999999998,450.6,1
2024-12-26,2024,12,361,1,3.32,-76.47,25.2,17.8,20.4,90.0,7.5,33.4,201.8,262.6,603.1999999999998,0
